; Created by WC-DAP 3.0.392

Index,DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,Time Offset,Count,InitLocQ,InitTime,InitLat,InitLon,Deepest,SSTTime,SSTDepth,SSTTemp,Type,Delta,MinDepth,MaxDepth,AttenShallow,AttenDeep,TravelMetric,FoundPrevious,K,LL0,Depth0,LL1,Depth1,LL2,Depth2,LL3,Depth3,LL4,Depth4,LL5,Depth5,LL6,Depth6,LL7,Depth7,LL8,Depth8,LL9,Depth9,LL10,Depth10,LL11,Depth11
75,"Thomas",141254,,Transmission,MiniPAT,29-Nov-2015,10:58:45,,7,,,,,312,10:00:00 29-Nov-2015,0,20.5,Dawn,300,48,176,,,0,,21272,106,,121,,135,,145,,151,,162,,173,,168,,179,,,,,,
76,"Thomas",141254,,Transmission,MiniPAT,29-Nov-2015,20:55:00,,7,,,,,,10:00:00 29-Nov-2015,0,20.5,Dusk,300,80,112,,,0,,10665,170,,167,,162,,154,,143,,133,,123,,108,,96,,,,,,
77,"Thomas",141254,,Transmission,MiniPAT,30-Nov-2015,10:30:00,,8,,,,,432,08:00:00 30-Nov-2015,0,20.4,Dawn,450,80,112,,,0,,32136,84,,87,,93,,109,,125,,139,,154,,164,,172,,,,,,
78,"Thomas",141254,,Transmission,MiniPAT,30-Nov-2015,21:03:45,,8,,,,,,08:00:00 30-Nov-2015,0,20.4,Dusk,300,48,144,,,0,,28207,174,,162,,153,,141,,127,,115,,104,,93,,84,,,,,,
79,"Thomas",141254,,Transmission,MiniPAT,01-Dec-2015,11:06:15,,6,,,,,,08:00:00 01-Dec-2015,0,20.4,Dawn,300,112,144,,,0,,43040,126,,128,,133,,141,,150,,152,,153,,157,,160,,,,,,
80,"Thomas",141254,,Transmission,MiniPAT,01-Dec-2015,21:06:15,,6,,,,,,08:00:00 01-Dec-2015,0,20.4,Dusk,600,48,144,,,0,,26141,130,,115,,86,,98,,102,,82,,91,,102,,41,,,,,,
81,"Thomas",141254,,Transmission,MiniPAT,02-Dec-2015,11:10:00,,4,,,,,200,08:00:00 02-Dec-2015,1,20.3,Dawn,300,80,144,,,0,,28301,125,,128,,130,,144,,155,,162,,165,,166,,167,,,,,,
82,"Thomas",141254,,Transmission,MiniPAT,02-Dec-2015,20:58:45,,4,,,,,,08:00:00 02-Dec-2015,1,20.3,Dusk,300,112,144,,,0,,42445,140,,134,,124,,114,,103,,95,,90,,101,,94,,,,,,
83,"Thomas",141254,,Transmission,MiniPAT,03-Dec-2015,10:43:45,,9,,,,,304,08:00:00 03-Dec-2015,0,20.1,Dawn,300,80,144,,,0,,22492,59,,67,,79,,95,,101,,108,,123,,135,,145,,,,,,
84,"Thomas",141254,,Transmission,MiniPAT,03-Dec-2015,20:50:00,,9,,,,,,08:00:00 03-Dec-2015,0,20.1,Dusk,600,16,144,,,0,,2359,147,,130,,135,,115,,89,,67,,81,,69,,54,,,,,,
85,"Thomas",141254,,Transmission,MiniPAT,04-Dec-2015,10:48:45,,5,,,,,312,08:00:00 04-Dec-2015,0,19.8,Dawn,600,16,144,,,0,,35808,89,,107,,121,,136,,150,,140,,168,,153,,159,,,,,,
86,"Thomas",141254,,Transmission,MiniPAT,04-Dec-2015,20:58:45,,5,,,,,,08:00:00 04-Dec-2015,0,19.8,Dusk,450,16,176,,,0,,63305,154,,143,,120,,95,,93,,98,,84,,72,,57,,,,,,
87,"Thomas",141254,,Transmission,MiniPAT,05-Dec-2015,10:37:30,,8,,,,,104,10:00:00 05-Dec-2015,0,19.1,Dawn,600,16,80,,,0,,15599,69,,81,,92,,112,,123,,125,,134,,149,,159,,,,,,
88,"Thomas",141254,,Transmission,MiniPAT,05-Dec-2015,21:05:00,,8,,,,,272,10:00:00 05-Dec-2015,0,19.1,Dusk,450,16,16,,,0,,27624,143,,129,,122,,114,,101,,82,,82,,51,,51,,,,,,
89,"Thomas",141254,,Transmission,MiniPAT,06-Dec-2015,10:27:30,,8,,,,,272,05:00:00 06-Dec-2015,0,18.3,Dawn,750,16,16,,,0,,18207,63,,68,,96,,114,,134,,139,,155,,164,,159,,,,,,
90,"Thomas",141254,,Transmission,MiniPAT,06-Dec-2015,20:35:00,,8,,,,,,05:00:00 06-Dec-2015,0,18.3,Dusk,600,16,80,,,0,,54483,158,,139,,137,,135,,123,,110,,89,,70,,57,,,,,,
